subnum,group,block,trial,cue,flank,location,direction,rt,error
6,Treatment,1,1,None,Neutral,up,left,438.0188489203974,0
6,Treatment,1,2,Center,Neutral,up,left,217.3389963548534,0
6,Treatment,1,3,Double,Neutral,up,left,358.50347563431484,0
6,Treatment,1,4,Spatial,Neutral,up,left,362.8544912831296,0
6,Treatment,1,5,None,Congruent,up,left,364.79481212828097,0
6,Treatment,1,6,Center,Congruent,up,left,315.44132805773904,0
6,Treatment,1,7,Double,Congruent,up,left,420.3189865834363,0
6,Treatment,1,8,Spatial,Congruent,up,left,200.20192523943865,0
6,Treatment,1,9,None,Incongruent,up,left,511.67802856601514,0
6,Treatment,1,10,Center,Incongruent,up,left,436.548203067542,0
6,Treatment,1,11,Double,Incongruent,up,left,412.07274724914294,0
6,Treatment,1,12,Spatial,Incongruent,up,left,413.1672896535289,0
6,Treatment,1,13,None,Neutral,down,left,432.7238419532495,0
6,Treatment,1,14,Center,Neutral,down,left,392.35046617183195,0
6,Treatment,1,15,Double,Neutral,down,left,381.20177739528793,0
6,Treatment,1,16,Spatial,Neutral,down,left,313.2371650196196,0
6,Treatment,1,17,None,Congruent,down,left,442.9241295692981,0
6,Treatment,1,18,Center,Congruent,down,left,449.38544339787757,1
6,Treatment,1,19,Double,Congruent,down,left,408.35852231498416,0
6,Treatment,1,20,Spatial,Congruent,down,left,414.85247260403446,0
6,Treatment,1,21,None,Incongruent,down,left,486.25597982781466,0
6,Treatment,1,22,Center,Incongruent,down,left,479.1537921685367,0
6,Treatment,1,23,Double,Incongruent,down,left,470.16792631409123,0
6,Treatment,1,24,Spatial,Incongruent,down,left,372.8376159012375,0
6,Treatment,1,25,None,Neutral,up,right,389.156120727307,0
6,Treatment,1,26,Center,Neutral,up,right,473.51418405309846,0
6,Treatment,1,27,Double,Neutral,up,right,333.63734779768686,0
6,Treatment,1,28,Spatial,Neutral,up,right,387.5356346792138,0
6,Treatment,1,29,None,Congruent,up,right,416.69138244696495,1
6,Treatment,1,30,Center,Congruent,up,right,325.04589091516976,0
6,Treatment,1,31,Double,Congruent,up,right,298.2891228463195,0
6,Treatment,1,32,Spatial,Congruent,up,right,279.6845070183041,0
6,Treatment,1,33,None,Incongruent,up,right,402.4987363570343,0
