subnum,group,block,trial,cue,flank,location,direction,rt,error
13,Control,1,1,None,Neutral,up,left,328.1641548391783,0
13,Control,1,2,Center,Neutral,up,left,387.93187830445197,0
13,Control,1,3,Double,Neutral,up,left,337.16926095264563,0
13,Control,1,4,Spatial,Neutral,up,left,329.4684003116107,0
13,Control,1,5,None,Congruent,up,left,467.8132539370033,0
13,Control,1,6,Center,Congruent,up,left,330.013275939031,0
13,Control,1,7,Double,Congruent,up,left,327.81277375533745,1
13,Control,1,8,Spatial,Congruent,up,left,338.39344654614376,0
13,Control,1,9,None,Incongruent,up,left,424.2748750946737,0
13,Control,1,10,Center,Incongruent,up,left,399.04827401179165,0
13,Control,1,11,Double,Incongruent,up,left,455.58931261121023,0
13,Control,1,12,Spatial,Incongruent,up,left,391.0698511440831,0
13,Control,1,13,None,Neutral,down,left,350.2475667877042,0
13,Control,1,14,Center,Neutral,down,left,324.55316699904836,0
13,Control,1,15,Double,Neutral,down,left,377.77503383888904,0
13,Control,1,16,Spatial,Neutral,down,left,271.36905309092526,0
13,Control,1,17,None,Congruent,down,left,498.5657859818749,0
13,Control,1,18,Center,Congruent,down,left,277.04824765212544,0
13,Control,1,19,Double,Congruent,down,left,325.42372551824826,0
13,Control,1,20,Spatial,Congruent,down,left,352.5966947102802,0
13,Control,1,21,None,Incongruent,down,left,446.8027452049454,0
13,Control,1,22,Center,Incongruent,down,left,469.1548872522033,1
13,Control,1,23,Double,Incongruent,down,left,433.0875513416815,0
13,Control,1,24,Spatial,Incongruent,down,left,442.9386814904932,0
13,Control,1,25,None,Neutral,up,right,452.6003773678988,0
13,Control,1,26,Center,Neutral,up,right,419.99818963085283,1
13,Control,1,27,Double,Neutral,up,right,393.2364344237802,0
13,Control,1,28,Spatial,Neutral,up,right,444.2973086852289,0
13,Control,1,29,None,Congruent,up,right,426.4257572219022,0
13,Control,1,30,Center,Congruent,up,right,390.1169107871443,0
13,Control,1,31,Double,Congruent,up,right,298.511568315295,0
13,Control,1,32,Spatial,Congruent,up,right,323.0955927231165,0
13,Control,1,33,None,Incongruent,up,right,547.7068180904129,0
13,Control,1,34,Center,Incongruent,up,right,484.0921261361562,0
13,Control,1,35,Double,Incongruent,up,right,560.4009008430048,0
13,Control,1,36,Spatial,Incongruent,up,right,510.30265191018043,0
13,Control,1,37,None,Neutral,down,right,390.6039326431658,0
13,Control,1,38,Center,Neutral,down,right,279.4875406311294,0
13,Control,1,39,Double,Neutral,down,right,431.8186922922207,0
13,Control,1,40,Spatial,Neutral,down,right,433.2538555760382,0
13,Control,1,41,None,Congruent,down,right,481.2308751488139,0
13,Control,1,42,Center,Congruent,down,right,369.38068804208945,1
13,Control,1,43,Double,Congruent,down,right,385.55181423761655,0
13,Control,1,44,Spatial,Congruent,down,right,362.3037800543233,0
13,Control,1,45,None,Incongruent,down,right,526.0299839116057,0
13,Control,1,46,Center,Incongruent,down,right,498.87809590572226,0
13,Control,1,47,Double,Incongruent,down,right,443.81705955670424,0
13,Control,1,48,Spatial,Incongruent,down,right,381.36947373986175,0
13,Control,2,1,None,Neutral,up,left,445.6250576598411,0
13,Control,2,2,Center,Neutral,up,left,344.62860834552635,0
