subnum,group,block,trial,cue,flank,location,direction,rt,error
8,Treatment,1,1,None,Neutral,up,left,398.74475110418086,0
8,Treatment,1,2,Center,Neutral,up,left,336.24266227253804,0
8,Treatment,1,3,Double,Neutral,up,left,382.167847140403,0
8,Treatment,1,4,Spatial,Neutral,up,left,411.2594816628881,0
8,Treatment,1,5,None,Congruent,up,left,343.26252869847997,0
8,Treatment,1,6,Center,Congruent,up,left,338.1297676488786,0
8,Treatment,1,7,Double,Congruent,up,left,339.2123692305031,0
8,Treatment,1,8,Spatial,Congruent,up,left,358.7410479021331,0
8,Treatment,1,9,None,Incongruent,up,left,619.1663980984858,0
8,Treatment,1,10,Center,Incongruent,up,left,426.804351921909,0
8,Treatment,1,11,Double,Incongruent,up,left,423.6749798940689,0
8,Treatment,1,12,Spatial,Incongruent,up,left,324.8452392800898,0
8,Treatment,1,13,None,Neutral,down,left,377.92513219850747,0
8,Treatment,1,14,Center,Neutral,down,left,418.4367481006117,1
8,Treatment,1,15,Double,Neutral,down,left,337.733981128182,0
8,Treatment,1,16,Spatial,Neutral,down,left,315.6764252246099,0
8,Treatment,1,17,None,Congruent,down,left,412.3480277580667,0
8,Treatment,1,18,Center,Congruent,down,left,376.88497378005775,0
8,Treatment,1,19,Double,Congruent,down,left,455.9807554779792,0
8,Treatment,1,20,Spatial,Congruent,down,left,402.3105703128198,0
8,Treatment,1,21,None,Incongruent,down,left,600.4294977869632,0
8,Treatment,1,22,Center,Incongruent,down,left,357.2790243587963,1
8,Treatment,1,23,Double,Incongruent,down,left,421.86428087552616,0
8,Treatment,1,24,Spatial,Incongruent,down,left,462.1551916663643,0
8,Treatment,1,25,None,Neutral,up,right,414.80812393140985,0
8,Treatment,1,26,Center,Neutral,up,right,395.9040350018995,0
8,Treatment,1,27,Double,Neutral,up,right,342.5625495774591,0
8,Treatment,1,28,Spatial,Neutral,up,right,246.55478282350964,0
8,Treatment,1,29,None,Congruent,up,right,369.650171067727,0
8,Treatment,1,30,Center,Congruent,up,right,474.86290288282737,0
8,Treatment,1,31,Double,Congruent,up,right,361.9207220266625,0
8,Treatment,1,32,Spatial,Congruent,up,right,429.3990858068622,0
8,Treatment,1,33,None,Incongruent,up,right,543.36502577888,0
8,Treatment,1,34,Center,Incongruent,up,right,485.12904689520997,0
8,Treatment,1,35,Double,Incongruent,up,right,526.176611977451,0
8,Treatment,1,36,Spatial,Incongruent,up,right,330.49206453761286,0
8,Treatment,1,37,None,Neutral,down,right,399.50043927387173,0
8,Treatment,1,38,Center,Neutral,down,right,364.33594331323314,0
8,Treatment,1,39,Double,Neutral,down,right,328.8935115956758,0
8,Treatment,1,40,Spatial,Neutral,down,right,327.1759696021831,0
8,Treatment,1,41,None,Congruent,down,right,325.8572681382979,0
8,Treatment,1,42,Center,Congruent,down,right,309.1423010331402,0
8,Treatment,1,43,Double,Congruent,down,right,405.5390504852372,0
8,Treatment,1,44,Spatial,Congruent,down,right,352.07603989571453,0
8,Treatment,1,45,None,Incongruent,down,right,565.1982411262852,1
8,Treatment,1,46,Center,Incongruent,down,right,433.2735711075209,0
8,Treatment,1,47,Double,Incongruent,down,right,425.7730052255762,0
8,Treatment,1,48,Spatial,Incongruent,down,right,388.94158940093524,0
8,Treatment,2,1,None,Neutral,up,left,382.08223835427606,0
8,Treatment,2,2,Center,Neutral,up,left,392.45581542214586,0
8,Treatment,2,3,Double,Neutral,up,left,316.0560315003066,1
8,Treatment,2,4,Spatial,Neutral,up,left,364.77966415728645,0
8,Treatment,2,5,None,Congruent,up,left,421.1147846936882,0
8,Treatment,2,6,Center,Congruent,up,left,418.73669678597935,0
8,Treatment,2,7,Double,Congruent,up,left,437.39731882465287,0
8,Treatment,2,8,Spatial,Congruent,up,left,319.18916212512715,0
8,Treatment,2,9,None,Incongruent,up,left,478.514103216298,0
8,Treatment,2,10,Center,Incongruent,up,left,447.67373876703164,1
8,Treatment,2,11,Double,Incongruent,up,left,412.0704229702682,0
8,Treatment,2,12,Spatial,Incongruent,up,left,490.12920383834955,0
8,Treatment,2,13,None,Neutral,down,left,426.81639756226303,0
8,Treatment,2,14,Center,Neutral,down,left,423.4413817057167,0
8,Treatment,2,15,Double,Neutral,down,left,393.9187740262747,0
8,Treatment,2,16,Spatial,Neutral,down,left,410.7844084351218,0
8,Treatment,2,17,None,Congruent,down,left,419.5486621710605,0
8,Treatment,2,18,Center,Congruent,down,left,246.09777038251872,0
8,Treatment,2,19,Double,Congruent,down,left,405.45902354780947,0
8,Treatment,2,20,Spatial,Congruent,down,left,288.31799114088074,1
8,Treatment,2,21,None,Incongruent,down,left,524.8695748208721,0
8,Treatment,2,22,Center,Incongruent,down,left,401.3053831733497,0
8,Treatment,2,23,Double,Incongruent,down,left,440.2764046082947,0
8,Treatment,2,24,Spatial,Incongruent,down,left,382.3011653022695,0
8,Treatment,2,25,None,Neutral,up,right,417.712021209641,0
8,Treatment,2,26,Center,Neutral,up,right,347.2607195596421,0
8,Treatment,2,27,Double,Neutral,up,right,325.80973786430127,0
8,Treatment,2,28,Spatial,Neutral,up,right,349.8203730336062,0
8,Treatment,2,29,None,Congruent,up,right,369.1736843882777,0
8,Treatment,2,30,Center,Congruent,up,right,365.7478567790324,0
8,Treatment,2,31,Double,Congruent,up,right,359.9826967592546,0
8,Treatment,2,32,Spatial,Congruent,up,right,308.06897496911995,0
8,Treatment,2,33,None,Incongruent,up,right,587.1423948034617,1
8,Treatment,2,34,Center,Incongruent,up,right,356.529970217279,0
8,Treatment,2,35,Double,Incongruent,up,right,446.559224594954,0
8,Treatment,2,36,Spatial,Incongruent,up,right,349.54429352218943,0
8,Treatment,2,37,None,Neutral,down,right,362.94745260311237,0
8,Treatment,2,38,Center,Neutral,down,right,377.71463867838673,0
8,Treatment,2,39,Double,Neutral,down,right,484.39955578475576,0
8,Treatment,2,40,Spatial,Neutral,down,right,411.104789776282,0
8,Treatment,2,41,None,Congruent,down,right,439.1623510738244,0
8,Treatment,2,42,Center,Congruent,down,right,347.3533580809519,0
8,Treatment,2,43,Double,Congruent,down,right,477.1279658052109,0
8,Treatment,2,44,Spatial,Congruent,down,right,328.27544025798124,0
8,Treatment,2,45,None,Incongruent,down,right,455.4287616706854,0
8,Treatment,2,46,Center,Incongruent,down,right,382.12648472390435,0
8,Treatment,2,47,Double,Incongruent,down,right,415.7986005972745,0
8,Treatment,2,48,Spatial,Incongruent,down,right,493.4047558481619,0
8,Treatment,3,1,None,Neutral,up,left,484.28716779251863,0
8,Treatment,3,2,Center,Neutral,up,left,407.87641643093514,0
8,Treatment,3,3,Double,Neutral,up,left,293.15835906699186,1
8,Treatment,3,4,Spatial,Neutral,up,left,326.4230985183942,0
8,Treatment,3,5,None,Congruent,up,left,484.5899276954551,0
8,Treatment,3,6,Center,Congruent,up,left,364.3123369893484,0
8,Treatment,3,7,Double,Congruent,up,left,340.89880513986964,0
8,Treatment,3,8,Spatial,Congruent,up,left,342.6040343243492,1
8,Treatment,3,9,None,Incongruent,up,left,464.53517660802066,0
8,Treatment,3,10,Center,Incongruent,up,left,432.26458428268376,0
8,Treatment,3,11,Double,Incongruent,up,left,564.7516670898054,0
8,Treatment,3,12,Spatial,Incongruent,up,left,437.55049684113305,0
8,Treatment,3,13,None,Neutral,down,left,492.4392947580958,1
8,Treatment,3,14,Center,Neutral,down,left,382.4735076222885,0
8,Treatment,3,15,Double,Neutral,down,left,352.22255923647833,0
8,Treatment,3,16,Spatial,Neutral,down,left,372.8944701013693,0
8,Treatment,3,17,None,Congruent,down,left,355.7266293807428,0
8,Treatment,3,18,Center,Congruent,down,left,453.45922744756854,0
8,Treatment,3,19,Double,Congruent,down,left,363.9119416947913,0
8,Treatment,3,20,Spatial,Congruent,down,left,188.8848393172309,0
8,Treatment,3,21,None,Incongruent,down,left,456.5452230206993,0
8,Treatment,3,22,Center,Incongruent,down,left,429.3054222532623,1
8,Treatment,3,23,Double,Incongruent,down,left,544.4609132477871,0
8,Treatment,3,24,Spatial,Incongruent,down,left,406.0505116244611,0
8,Treatment,3,25,None,Neutral,up,right,355.80855265866865,0
8,Treatment,3,26,Center,Neutral,up,right,365.65644743430244,0
8,Treatment,3,27,Double,Neutral,up,right,329.94881154915794,0
8,Treatment,3,28,Spatial,Neutral,up,right,261.29914438019995,0
8,Treatment,3,29,None,Congruent,up,right,396.5842534238214,0
8,Treatment,3,30,Center,Congruent,up,right,287.1917742960869,0
