subnum,group,block,trial,cue,flank,location,direction,rt,error
2,Treatment,1,1,None,Neutral,up,left,451.68510747725804,0
2,Treatment,1,2,Center,Neutral,up,left,430.2579608838522,0
2,Treatment,1,3,Double,Neutral,up,left,355.49406679731607,0
2,Treatment,1,4,Spatial,Neutral,up,left,358.81851458873246,0
2,Treatment,1,5,None,Congruent,up,left,442.20824622432474,0
2,Treatment,1,6,Center,Congruent,up,left,308.6871328808731,0
2,Treatment,1,7,Double,Congruent,up,left,463.92146437377255,0
2,Treatment,1,8,Spatial,Congruent,up,left,346.7223830466838,1
2,Treatment,1,9,None,Incongruent,up,left,538.2799499578932,0
2,Treatment,1,10,Center,Incongruent,up,left,497.75683384544914,0
2,Treatment,1,11,Double,Incongruent,up,left,442.47171492788647,0
2,Treatment,1,12,Spatial,Incongruent,up,left,394.7092290116515,0
2,Treatment,1,13,None,Neutral,down,left,474.68368512127563,0
2,Treatment,1,14,Center,Neutral,down,left,327.63509254693525,0
2,Treatment,1,15,Double,Neutral,down,left,473.5668693112076,0
2,Treatment,1,16,Spatial,Neutral,down,left,320.8183946855819,0
2,Treatment,1,17,None,Congruent,down,left,512.7072651137495,1
2,Treatment,1,18,Center,Congruent,down,left,455.6106346975315,0
2,Treatment,1,19,Double,Congruent,down,left,379.1482866792957,0
2,Treatment,1,20,Spatial,Congruent,down,left,368.361045742575,0
2,Treatment,1,21,None,Incongruent,down,left,448.772576023277,0
2,Treatment,1,22,Center,Incongruent,down,left,466.1503251511218,1
2,Treatment,1,23,Double,Incongruent,down,left,497.18062291780916,0
2,Treatment,1,24,Spatial,Incongruent,down,left,414.9539243448599,0
2,Treatment,1,25,None,Neutral,up,right,407.29315454228197,0
2,Treatment,1,26,Center,Neutral,up,right,347.210907377478,0
2,Treatment,1,27,Double,Neutral,up,right,373.2038788688744,1
2,Treatment,1,28,Spatial,Neutral,up,right,393.4580730338398,0
2,Treatment,1,29,None,Congruent,up,right,405.8012534849362,0
2,Treatment,1,30,Center,Congruent,up,right,373.9494944336278,0
2,Treatment,1,31,Double,Congruent,up,right,310.292999808958,0
