subnum,group,block,trial,cue,flank,location,direction,rt,error
19,Control,1,1,None,Neutral,up,left,376.2118362639524,0
19,Control,1,2,Center,Neutral,up,left,430.77787077771984,0
19,Control,1,3,Double,Neutral,up,left,402.62928222971857,0
19,Control,1,4,Spatial,Neutral,up,left,430.72729690658105,0
19,Control,1,5,None,Congruent,up,left,486.4330786756708,0
19,Control,1,6,Center,Congruent,up,left,309.38724876523315,0
19,Control,1,7,Double,Congruent,up,left,413.81397617342805,0
19,Control,1,8,Spatial,Congruent,up,left,294.7903237354262,0
19,Control,1,9,None,Incongruent,up,left,507.58472200552575,0
19,Control,1,10,Center,Incongruent,up,left,456.2399117107585,0
19,Control,1,11,Double,Incongruent,up,left,470.65915234613954,0
19,Control,1,12,Spatial,Incongruent,up,left,424.1357496061016,0
19,Control,1,13,None,Neutral,down,left,473.7489729474115,0
19,Control,1,14,Center,Neutral,down,left,404.25687035881947,0
19,Control,1,15,Double,Neutral,down,left,357.9518988942857,0
19,Control,1,16,Spatial,Neutral,down,left,310.50980533087744,0
19,Control,1,17,None,Congruent,down,left,452.88971220557653,1
19,Control,1,18,Center,Congruent,down,left,462.31580926899494,0
19,Control,1,19,Double,Congruent,down,left,440.5851932329854,0
19,Control,1,20,Spatial,Congruent,down,left,348.7923641358204,0
19,Control,1,21,None,Incongruent,down,left,464.98491547614725,0
19,Control,1,22,Center,Incongruent,down,left,523.7034049783541,0
19,Control,1,23,Double,Incongruent,down,left,435.4510024578832,0
19,Control,1,24,Spatial,Incongruent,down,left,437.6258382484302,0
19,Control,1,25,None,Neutral,up,right,446.5264600015338,0
19,Control,1,26,Center,Neutral,up,right,339.13105511082586,0
19,Control,1,27,Double,Neutral,up,right,320.5189725473192,0
19,Control,1,28,Spatial,Neutral,up,right,317.99320926570783,0
19,Control,1,29,None,Congruent,up,right,420.8387417317643,0
19,Control,1,30,Center,Congruent,up,right,451.87916217126997,1
19,Control,1,31,Double,Congruent,up,right,380.76891126924863,0
19,Control,1,32,Spatial,Congruent,up,right,328.8368603435619,0
19,Control,1,33,None,Incongruent,up,right,457.3527026679465,0
19,Control,1,34,Center,Incongruent,up,right,534.6405157882201,0
19,Control,1,35,Double,Incongruent,up,right,484.06156984993777,1
19,Control,1,36,Spatial,Incongruent,up,right,377.596525660231,0
19,Control,1,37,None,Neutral,down,right,445.13706129301704,0
19,Control,1,38,Center,Neutral,down,right,333.58009184067197,0
19,Control,1,39,Double,Neutral,down,right,352.9564314114387,0
19,Control,1,40,Spatial,Neutral,down,right,321.375910564252,0
19,Control,1,41,None,Congruent,down,right,389.1150950367677,0
19,Control,1,42,Center,Congruent,down,right,351.14787946301806,0
19,Control,1,43,Double,Congruent,down,right,425.7045933669501,0
19,Control,1,44,Spatial,Congruent,down,right,343.3052733966266,0
