subnum,group,block,trial,cue,flank,location,direction,rt,error
4,Treatment,1,1,None,Neutral,up,left,448.0722383012794,0
4,Treatment,1,2,Center,Neutral,up,left,449.93955524190073,0
4,Treatment,1,3,Double,Neutral,up,left,372.19647901787994,0
4,Treatment,1,4,Spatial,Neutral,up,left,255.0563254222946,0
4,Treatment,1,5,None,Congruent,up,left,441.59262725706503,1
4,Treatment,1,6,Center,Congruent,up,left,374.0454664514722,0
4,Treatment,1,7,Double,Congruent,up,left,463.6246426730215,0
4,Treatment,1,8,Spatial,Congruent,up,left,357.17110827218016,0
4,Treatment,1,9,None,Incongruent,up,left,468.8475108822636,0
4,Treatment,1,10,Center,Incongruent,up,left,428.02388530857365,0
4,Treatment,1,11,Double,Incongruent,up,left,419.73516052272595,1
4,Treatment,1,12,Spatial,Incongruent,up,left,419.3017568578737,0
4,Treatment,1,13,None,Neutral,down,left,438.82088987997383,1
4,Treatment,1,14,Center,Neutral,down,left,425.792410341239,0
4,Treatment,1,15,Double,Neutral,down,left,391.00883630904696,0
4,Treatment,1,16,Spatial,Neutral,down,left,321.66563514393397,0
4,Treatment,1,17,None,Congruent,down,left,382.9694352410131,0
4,Treatment,1,18,Center,Congruent,down,left,411.73514657097667,0
4,Treatment,1,19,Double,Congruent,down,left,371.87557588358345,0
4,Treatment,1,20,Spatial,Congruent,down,left,349.14189338458954,0
4,Treatment,1,21,None,Incongruent,down,left,555.1820509211408,0
4,Treatment,1,22,Center,Incongruent,down,left,537.6017809324379,0
4,Treatment,1,23,Double,Incongruent,down,left,397.30917699322237,0
4,Treatment,1,24,Spatial,Incongruent,down,left,492.2040228410143,0
4,Treatment,1,25,None,Neutral,up,right,386.66332352745405,0
4,Treatment,1,26,Center,Neutral,up,right,393.31760960973827,0
4,Treatment,1,27,Double,Neutral,up,right,386.11852474276816,1
4,Treatment,1,28,Spatial,Neutral,up,right,326.15457450538355,0
4,Treatment,1,29,None,Congruent,up,right,499.71265205090185,0
4,Treatment,1,30,Center,Congruent,up,right,347.0544000110997,0
4,Treatment,1,31,Double,Congruent,up,right,408.0265640256646,0
4,Treatment,1,32,Spatial,Congruent,up,right,339.3372149928351,0
4,Treatment,1,33,None,Incongruent,up,right,453.42598506345786,0
4,Treatment,1,34,Center,Incongruent,up,right,510.73445717331913,0
4,Treatment,1,35,Double,Incongruent,up,right,340.5829817245584,0
4,Treatment,1,36,Spatial,Incongruent,up,right,383.69237652936897,0
4,Treatment,1,37,None,Neutral,down,right,352.92987165463705,0
4,Treatment,1,38,Center,Neutral,down,right,389.7160534950635,0
4,Treatment,1,39,Double,Neutral,down,right,388.22112747204926,1
4,Treatment,1,40,Spatial,Neutral,down,right,284.0632415645126,0
4,Treatment,1,41,None,Congruent,down,right,462.54764780735366,0
4,Treatment,1,42,Center,Congruent,down,right,328.3549880708999,0
4,Treatment,1,43,Double,Congruent,down,right,407.9600749708991,0
4,Treatment,1,44,Spatial,Congruent,down,right,351.8914699813857,0
4,Treatment,1,45,None,Incongruent,down,right,535.763797355226,0
4,Treatment,1,46,Center,Incongruent,down,right,403.0758480403075,0
4,Treatment,1,47,Double,Incongruent,down,right,449.76770048390523,0
4,Treatment,1,48,Spatial,Incongruent,down,right,386.85902900218287,0
4,Treatment,2,1,None,Neutral,up,left,356.5558921952718,0
4,Treatment,2,2,Center,Neutral,up,left,387.6343252760764,0
4,Treatment,2,3,Double,Neutral,up,left,463.68813056585907,0
4,Treatment,2,4,Spatial,Neutral,up,left,307.5964533242476,0
4,Treatment,2,5,None,Congruent,up,left,420.00912621658983,0
4,Treatment,2,6,Center,Congruent,up,left,414.4621866488592,0
4,Treatment,2,7,Double,Congruent,up,left,376.8072754918297,0
4,Treatment,2,8,Spatial,Congruent,up,left,437.1768156126428,0
4,Treatment,2,9,None,Incongruent,up,left,536.8606866894936,0
4,Treatment,2,10,Center,Incongruent,up,left,566.0666966511019,0
4,Treatment,2,11,Double,Incongruent,up,left,462.4454673146985,0
4,Treatment,2,12,Spatial,Incongruent,up,left,353.3041669362041,0
4,Treatment,2,13,None,Neutral,down,left,451.0667633952162,0
4,Treatment,2,14,Center,Neutral,down,left,333.7721871592907,0
4,Treatment,2,15,Double,Neutral,down,left,324.6468816940332,0
4,Treatment,2,16,Spatial,Neutral,down,left,330.5262834948195,0
4,Treatment,2,17,None,Congruent,down,left,476.69583500893,0
4,Treatment,2,18,Center,Congruent,down,left,397.1954999788992,0
4,Treatment,2,19,Double,Congruent,down,left,415.70101382317773,0
4,Treatment,2,20,Spatial,Congruent,down,left,385.7670501140301,0
4,Treatment,2,21,None,Incongruent,down,left,491.4073934788872,0
4,Treatment,2,22,Center,Incongruent,down,left,329.88844431954686,0
4,Treatment,2,23,Double,Incongruent,down,left,484.7953425865418,0
4,Treatment,2,24,Spatial,Incongruent,down,left,518.4557934679896,0
4,Treatment,2,25,None,Neutral,up,right,432.91917497298437,0
4,Treatment,2,26,Center,Neutral,up,right,312.2542775236158,1
4,Treatment,2,27,Double,Neutral,up,right,356.6224617222975,0
4,Treatment,2,28,Spatial,Neutral,up,right,293.2741210422377,0
4,Treatment,2,29,None,Congruent,up,right,427.91803899641917,0
4,Treatment,2,30,Center,Congruent,up,right,413.805600277832,0
4,Treatment,2,31,Double,Congruent,up,right,418.321807340277,0
4,Treatment,2,32,Spatial,Congruent,up,right,351.7587512406656,0
4,Treatment,2,33,None,Incongruent,up,right,453.3014933361784,0
4,Treatment,2,34,Center,Incongruent,up,right,490.66260836408014,0
4,Treatment,2,35,Double,Incongruent,up,right,512.4159277565025,0
4,Treatment,2,36,Spatial,Incongruent,up,right,522.5941387965536,0
4,Treatment,2,37,None,Neutral,down,right,405.31737827670383,0
4,Treatment,2,38,Center,Neutral,down,right,403.7046299576248,0
4,Treatment,2,39,Double,Neutral,down,right,434.68458330570456,0
4,Treatment,2,40,Spatial,Neutral,down,right,334.18022642389417,0
4,Treatment,2,41,None,Congruent,down,right,456.2429277884239,0
4,Treatment,2,42,Center,Congruent,down,right,390.72107406392115,0
4,Treatment,2,43,Double,Congruent,down,right,368.277523273157,0
4,Treatment,2,44,Spatial,Congruent,down,right,348.4254551437517,0
4,Treatment,2,45,None,Incongruent,down,right,548.2366384764999,0
4,Treatment,2,46,Center,Incongruent,down,right,470.43894570021985,0
4,Treatment,2,47,Double,Incongruent,down,right,421.6780892412746,0
4,Treatment,2,48,Spatial,Incongruent,down,right,298.01085120891173,0
4,Treatment,3,1,None,Neutral,up,left,390.2468407437582,0
4,Treatment,3,2,Center,Neutral,up,left,379.00224413281825,0
4,Treatment,3,3,Double,Neutral,up,left,249.27874390178437,0
4,Treatment,3,4,Spatial,Neutral,up,left,450.5476015848677,0
4,Treatment,3,5,None,Congruent,up,left,355.5618885043615,0
4,Treatment,3,6,Center,Congruent,up,left,321.9624062190384,1
4,Treatment,3,7,Double,Congruent,up,left,447.88691124778643,0
4,Treatment,3,8,Spatial,Congruent,up,left,230.50620256400043,0
4,Treatment,3,9,None,Incongruent,up,left,536.9531340564187,0
4,Treatment,3,10,Center,Incongruent,up,left,432.79956157286205,1
4,Treatment,3,11,Double,Incongruent,up,left,467.79383707558463,0
4,Treatment,3,12,Spatial,Incongruent,up,left,453.90551312723983,0
4,Treatment,3,13,None,Neutral,down,left,382.0768038543838,0
