subnum,group,block,trial,cue,flank,location,direction,rt,error
11,Control,1,1,None,Neutral,up,left,524.1329399153975,0
11,Control,1,2,Center,Neutral,up,left,472.77741588417007,0
11,Control,1,3,Double,Neutral,up,left,409.8150335746651,0
11,Control,1,4,Spatial,Neutral,up,left,307.88983493348263,0
11,Control,1,5,None,Congruent,up,left,383.1202506816868,0
11,Control,1,6,Center,Congruent,up,left,315.0294822031174,0
11,Control,1,7,Double,Congruent,up,left,342.2702185968117,0
11,Control,1,8,Spatial,Congruent,up,left,248.08860940098174,0
11,Control,1,9,None,Incongruent,up,left,524.8776846080623,0
11,Control,1,10,Center,Incongruent,up,left,406.82593734633735,0
11,Control,1,11,Double,Incongruent,up,left,415.09169147070077,0
11,Control,1,12,Spatial,Incongruent,up,left,444.0551515174369,0
11,Control,1,13,None,Neutral,down,left,450.38097416029655,0
11,Control,1,14,Center,Neutral,down,left,436.9158706456468,0
11,Control,1,15,Double,Neutral,down,left,400.0861494399892,0
11,Control,1,16,Spatial,Neutral,down,left,336.6478645115904,1
11,Control,1,17,None,Congruent,down,left,452.0026771739674,0
11,Control,1,18,Center,Congruent,down,left,303.9019439598144,0
11,Control,1,19,Double,Congruent,down,left,380.48108295032796,0
11,Control,1,20,Spatial,Congruent,down,left,349.45222743083553,0
11,Control,1,21,None,Incongruent,down,left,539.0520599510654,0
11,Control,1,22,Center,Incongruent,down,left,477.67453443972164,0
11,Control,1,23,Double,Incongruent,down,left,479.7882965290711,0
11,Control,1,24,Spatial,Incongruent,down,left,343.2371067122065,0
11,Control,1,25,None,Neutral,up,right,457.4392953381936,0
11,Control,1,26,Center,Neutral,up,right,284.73782377880633,0
11,Control,1,27,Double,Neutral,up,right,385.21371840837924,0
11,Control,1,28,Spatial,Neutral,up,right,360.4019492958606,0
11,Control,1,29,None,Congruent,up,right,501.3375519316073,1
11,Control,1,30,Center,Congruent,up,right,426.2635386085635,0
11,Control,1,31,Double,Congruent,up,right,426.2162108477237,0
11,Control,1,32,Spatial,Congruent,up,right,250.09289399974955,0
11,Control,1,33,None,Incongruent,up,right,580.1160939180102,0
11,Control,1,34,Center,Incongruent,up,right,458.22833227170446,0
11,Control,1,35,Double,Incongruent,up,right,607.3560019005708,0
11,Control,1,36,Spatial,Incongruent,up,right,376.31253342056675,0
11,Control,1,37,None,Neutral,down,right,371.05932658234536,0
11,Control,1,38,Center,Neutral,down,right,415.67753025428806,0
11,Control,1,39,Double,Neutral,down,right,374.3949467714891,0
11,Control,1,40,Spatial,Neutral,down,right,402.9934825996455,0
11,Control,1,41,None,Congruent,down,right,406.15116006988256,0
11,Control,1,42,Center,Congruent,down,right,332.86394766449285,0
11,Control,1,43,Double,Congruent,down,right,413.0337774220991,0
11,Control,1,44,Spatial,Congruent,down,right,327.50242882433645,0
11,Control,1,45,None,Incongruent,down,right,553.9431595413442,0
11,Control,1,46,Center,Incongruent,down,right,512.1422116590657,0
11,Control,1,47,Double,Incongruent,down,right,463.6202673059861,0
11,Control,1,48,Spatial,Incongruent,down,right,418.7974762186617,1
11,Control,2,1,None,Neutral,up,left,448.4309904638035,0
11,Control,2,2,Center,Neutral,up,left,321.55252791169573,0
11,Control,2,3,Double,Neutral,up,left,346.02837325749874,0
11,Control,2,4,Spatial,Neutral,up,left,354.86698805339904,0
11,Control,2,5,None,Congruent,up,left,522.6224160963299,0
11,Control,2,6,Center,Congruent,up,left,420.33568287486105,0
11,Control,2,7,Double,Congruent,up,left,399.4093728994262,0
11,Control,2,8,Spatial,Congruent,up,left,386.3250671778468,0
11,Control,2,9,None,Incongruent,up,left,522.9154947570503,0
11,Control,2,10,Center,Incongruent,up,left,447.40283207793345,1
11,Control,2,11,Double,Incongruent,up,left,535.7902232407429,0
11,Control,2,12,Spatial,Incongruent,up,left,355.67458190711284,0
11,Control,2,13,None,Neutral,down,left,381.2448144020382,0
11,Control,2,14,Center,Neutral,down,left,395.6513156362124,1
11,Control,2,15,Double,Neutral,down,left,459.57664957062434,0
