subnum,group,block,trial,cue,flank,location,direction,rt,error
12,Control,1,1,None,Neutral,up,left,424.3118148920582,0
12,Control,1,2,Center,Neutral,up,left,443.56673083834835,0
12,Control,1,3,Double,Neutral,up,left,368.24008245341633,0
12,Control,1,4,Spatial,Neutral,up,left,339.51386872441685,1
12,Control,1,5,None,Congruent,up,left,506.4886242430666,0
12,Control,1,6,Center,Congruent,up,left,320.55401670909987,1
12,Control,1,7,Double,Congruent,up,left,367.715675603558,0
12,Control,1,8,Spatial,Congruent,up,left,296.7564370256833,0
12,Control,1,9,None,Incongruent,up,left,472.8095609401031,0
12,Control,1,10,Center,Incongruent,up,left,398.65234939154146,0
12,Control,1,11,Double,Incongruent,up,left,481.05355225368936,0
12,Control,1,12,Spatial,Incongruent,up,left,459.0552595148223,0
12,Control,1,13,None,Neutral,down,left,425.64609707841925,0
12,Control,1,14,Center,Neutral,down,left,365.13075875385374,0
12,Control,1,15,Double,Neutral,down,left,405.679342259852,1
12,Control,1,16,Spatial,Neutral,down,left,407.4765293766699,0
12,Control,1,17,None,Congruent,down,left,479.38853153472235,0
12,Control,1,18,Center,Congruent,down,left,419.9967967226348,0
12,Control,1,19,Double,Congruent,down,left,445.6691557783902,0
12,Control,1,20,Spatial,Congruent,down,left,290.5488285601549,0
12,Control,1,21,None,Incongruent,down,left,496.839682669061,0
12,Control,1,22,Center,Incongruent,down,left,527.1054763696569,0
12,Control,1,23,Double,Incongruent,down,left,445.277835051745,1
12,Control,1,24,Spatial,Incongruent,down,left,445.8590977344784,0
12,Control,1,25,None,Neutral,up,right,434.25645661854054,0
12,Control,1,26,Center,Neutral,up,right,431.75779156335216,1
12,Control,1,27,Double,Neutral,up,right,282.6442533067778,1
12,Control,1,28,Spatial,Neutral,up,right,356.57012494888363,0
12,Control,1,29,None,Congruent,up,right,481.1214099886006,0
12,Control,1,30,Center,Congruent,up,right,407.55960312160823,0
12,Control,1,31,Double,Congruent,up,right,447.04366567279453,0
12,Control,1,32,Spatial,Congruent,up,right,336.2890492463869,0
12,Control,1,33,None,Incongruent,up,right,494.3422797919784,0
12,Control,1,34,Center,Incongruent,up,right,522.8239918572809,0
12,Control,1,35,Double,Incongruent,up,right,465.72079499968197,0
12,Control,1,36,Spatial,Incongruent,up,right,481.4025924951444,0
12,Control,1,37,None,Neutral,down,right,534.0883722046673,0
12,Control,1,38,Center,Neutral,down,right,351.6254947446903,0
12,Control,1,39,Double,Neutral,down,right,320.6121788035639,0
12,Control,1,40,Spatial,Neutral,down,right,406.05050968804187,0
12,Control,1,41,None,Congruent,down,right,465.90809254364706,0
12,Control,1,42,Center,Congruent,down,right,415.97521969632805,0
12,Control,1,43,Double,Congruent,down,right,326.74508846276257,0
12,Control,1,44,Spatial,Congruent,down,right,348.3229389692842,0
12,Control,1,45,None,Incongruent,down,right,553.017168296711,0
12,Control,1,46,Center,Incongruent,down,right,461.6887968007721,0
12,Control,1,47,Double,Incongruent,down,right,491.98870601670944,0
12,Control,1,48,Spatial,Incongruent,down,right,294.1806069567744,0
12,Control,2,1,None,Neutral,up,left,489.41739563950875,0
12,Control,2,2,Center,Neutral,up,left,310.48319867524344,0
12,Control,2,3,Double,Neutral,up,left,295.69074883478265,0
12,Control,2,4,Spatial,Neutral,up,left,405.14669120994745,0
12,Control,2,5,None,Congruent,up,left,466.8409091016149,0
12,Control,2,6,Center,Congruent,up,left,351.4445255420668,0
12,Control,2,7,Double,Congruent,up,left,353.98095969621824,0
12,Control,2,8,Spatial,Congruent,up,left,384.7959689464342,0
12,Control,2,9,None,Incongruent,up,left,554.5352209828382,0
12,Control,2,10,Center,Incongruent,up,left,477.39857536716806,0
12,Control,2,11,Double,Incongruent,up,left,441.4960077198009,0
12,Control,2,12,Spatial,Incongruent,up,left,390.0224378013194,0
12,Control,2,13,None,Neutral,down,left,451.6945047973144,0
12,Control,2,14,Center,Neutral,down,left,370.6243043310472,0
12,Control,2,15,Double,Neutral,down,left,325.3147523155079,0
12,Control,2,16,Spatial,Neutral,down,left,293.8794898891145,0
12,Control,2,17,None,Congruent,down,left,428.8706750164571,0
12,Control,2,18,Center,Congruent,down,left,379.463007432268,0
12,Control,2,19,Double,Congruent,down,left,349.9881523808675,0
12,Control,2,20,Spatial,Congruent,down,left,330.91641622041124,0
12,Control,2,21,None,Incongruent,down,left,509.47707232453445,0
12,Control,2,22,Center,Incongruent,down,left,505.1494481745758,0
12,Control,2,23,Double,Incongruent,down,left,558.695973006011,0
12,Control,2,24,Spatial,Incongruent,down,left,537.3614076175293,0
12,Control,2,25,None,Neutral,up,right,456.1074419714912,1
12,Control,2,26,Center,Neutral,up,right,335.3789935983064,0
12,Control,2,27,Double,Neutral,up,right,411.41563036027594,0
12,Control,2,28,Spatial,Neutral,up,right,282.05384863883114,1
12,Control,2,29,None,Congruent,up,right,504.6641875046316,0
12,Control,2,30,Center,Congruent,up,right,337.58750418173315,0
12,Control,2,31,Double,Congruent,up,right,390.38409705341724,0
12,Control,2,32,Spatial,Congruent,up,right,436.65112078968457,0
12,Control,2,33,None,Incongruent,up,right,535.1271675480508,0
12,Control,2,34,Center,Incongruent,up,right,480.81548590643234,0
12,Control,2,35,Double,Incongruent,up,right,507.07342612109744,0
12,Control,2,36,Spatial,Incongruent,up,right,492.76094841198164,0
12,Control,2,37,None,Neutral,down,right,387.01822633384637,0
12,Control,2,38,Center,Neutral,down,right,410.86919965413506,0
12,Control,2,39,Double,Neutral,down,right,441.7918281638649,0
12,Control,2,40,Spatial,Neutral,down,right,313.2995611243705,0
12,Control,2,41,None,Congruent,down,right,456.41864219328477,0
12,Control,2,42,Center,Congruent,down,right,376.3150885993953,0
12,Control,2,43,Double,Congruent,down,right,380.472974311368,0
12,Control,2,44,Spatial,Congruent,down,right,395.0090440559994,0
12,Control,2,45,None,Incongruent,down,right,492.3210998950589,0
12,Control,2,46,Center,Incongruent,down,right,472.187104459249,0
12,Control,2,47,Double,Incongruent,down,right,455.6813437468356,0
12,Control,2,48,Spatial,Incongruent,down,right,367.65902531093883,0
12,Control,3,1,None,Neutral,up,left,321.35365990049627,0
12,Control,3,2,Center,Neutral,up,left,344.10468998136497,0
12,Control,3,3,Double,Neutral,up,left,459.9891380041536,0
12,Control,3,4,Spatial,Neutral,up,left,336.5403360029571,0
12,Control,3,5,None,Congruent,up,left,366.090557967492,1
12,Control,3,6,Center,Congruent,up,left,351.2296132874369,0
