subnum,group,block,trial,cue,flank,location,direction,rt,error
7,Treatment,1,1,None,Neutral,up,left,427.9511261667602,0
7,Treatment,1,2,Center,Neutral,up,left,440.2172426339208,0
7,Treatment,1,3,Double,Neutral,up,left,439.9257481785171,0
7,Treatment,1,4,Spatial,Neutral,up,left,316.88914896200413,0
7,Treatment,1,5,None,Congruent,up,left,368.71131260889086,0
7,Treatment,1,6,Center,Congruent,up,left,428.163337705288,0
7,Treatment,1,7,Double,Congruent,up,left,409.660561398044,0
7,Treatment,1,8,Spatial,Congruent,up,left,314.93034170369305,0
7,Treatment,1,9,None,Incongruent,up,left,657.6985708491859,1
7,Treatment,1,10,Center,Incongruent,up,left,322.54465524915304,0
7,Treatment,1,11,Double,Incongruent,up,left,444.59309575854564,0
7,Treatment,1,12,Spatial,Incongruent,up,left,466.93903204856497,0
7,Treatment,1,13,None,Neutral,down,left,504.11732339732055,0
7,Treatment,1,14,Center,Neutral,down,left,428.79225044819157,0
7,Treatment,1,15,Double,Neutral,down,left,382.417514664161,0
7,Treatment,1,16,Spatial,Neutral,down,left,379.4454378653862,0
7,Treatment,1,17,None,Congruent,down,left,457.8790609853853,0
7,Treatment,1,18,Center,Congruent,down,left,378.6302803478547,0
7,Treatment,1,19,Double,Congruent,down,left,331.1462520599879,0
7,Treatment,1,20,Spatial,Congruent,down,left,400.81217353642023,0
7,Treatment,1,21,None,Incongruent,down,left,482.4375093862539,0
7,Treatment,1,22,Center,Incongruent,down,left,435.280344131323,0
7,Treatment,1,23,Double,Incongruent,down,left,457.65689047294813,0
7,Treatment,1,24,Spatial,Incongruent,down,left,410.5748992913226,0
7,Treatment,1,25,None,Neutral,up,right,331.2108018887468,0
7,Treatment,1,26,Center,Neutral,up,right,358.6836638069215,1
7,Treatment,1,27,Double,Neutral,up,right,405.6151280055079,0
7,Treatment,1,28,Spatial,Neutral,up,right,401.54070544178524,0
7,Treatment,1,29,None,Congruent,up,right,366.45960959851584,1
7,Treatment,1,30,Center,Congruent,up,right,347.4722168248202,0
7,Treatment,1,31,Double,Congruent,up,right,252.84168814073183,0
7,Treatment,1,32,Spatial,Congruent,up,right,389.82742972592337,0
7,Treatment,1,33,None,Incongruent,up,right,500.2556764204501,1
7,Treatment,1,34,Center,Incongruent,up,right,489.5512381918867,0
7,Treatment,1,35,Double,Incongruent,up,right,416.8404231604428,1
7,Treatment,1,36,Spatial,Incongruent,up,right,420.69131013494484,0
7,Treatment,1,37,None,Neutral,down,right,478.8541332051112,0
7,Treatment,1,38,Center,Neutral,down,right,368.29194486820893,0
7,Treatment,1,39,Double,Neutral,down,right,417.43302769773845,0
7,Treatment,1,40,Spatial,Neutral,down,right,372.69854452826735,0
7,Treatment,1,41,None,Congruent,down,right,350.4714986863061,0
7,Treatment,1,42,Center,Congruent,down,right,395.4711566456956,0
7,Treatment,1,43,Double,Congruent,down,right,250.70089050571983,0
7,Treatment,1,44,Spatial,Congruent,down,right,326.0780446351944,0
7,Treatment,1,45,None,Incongruent,down,right,472.37831203332297,0
7,Treatment,1,46,Center,Incongruent,down,right,493.80210363951346,1
7,Treatment,1,47,Double,Incongruent,down,right,459.67418472207476,0
