subnum,group,block,trial,cue,flank,location,direction,rt,error
15,Control,1,1,None,Neutral,up,left,544.587726626137,0
15,Control,1,2,Center,Neutral,up,left,423.6045049764525,0
15,Control,1,3,Double,Neutral,up,left,356.4942678811482,0
15,Control,1,4,Spatial,Neutral,up,left,404.92646391309177,0
15,Control,1,5,None,Congruent,up,left,422.2403132186965,0
15,Control,1,6,Center,Congruent,up,left,395.90177782661544,0
15,Control,1,7,Double,Congruent,up,left,371.4515885240126,0
15,Control,1,8,Spatial,Congruent,up,left,349.1733663451669,0
15,Control,1,9,None,Incongruent,up,left,538.9544644908688,0
15,Control,1,10,Center,Incongruent,up,left,417.1651776466491,0
15,Control,1,11,Double,Incongruent,up,left,574.6643223919356,0
15,Control,1,12,Spatial,Incongruent,up,left,392.4611681040237,0
15,Control,1,13,None,Neutral,down,left,450.0519252672623,1
15,Control,1,14,Center,Neutral,down,left,486.7309262030785,0
15,Control,1,15,Double,Neutral,down,left,371.3866964864036,0
15,Control,1,16,Spatial,Neutral,down,left,309.88111523648115,0
15,Control,1,17,None,Congruent,down,left,532.6437366493234,0
15,Control,1,18,Center,Congruent,down,left,330.40974637662043,0
15,Control,1,19,Double,Congruent,down,left,381.76563082388896,0
15,Control,1,20,Spatial,Congruent,down,left,317.11983840338564,0
15,Control,1,21,None,Incongruent,down,left,497.5789416500568,0
15,Control,1,22,Center,Incongruent,down,left,470.385302004899,1
15,Control,1,23,Double,Incongruent,down,left,423.9573216732987,0
15,Control,1,24,Spatial,Incongruent,down,left,337.95866161456405,0
15,Control,1,25,None,Neutral,up,right,468.0834354743829,0
15,Control,1,26,Center,Neutral,up,right,414.874132783939,0
15,Control,1,27,Double,Neutral,up,right,322.48173283065734,0
15,Control,1,28,Spatial,Neutral,up,right,265.8136317491655,0
15,Control,1,29,None,Congruent,up,right,428.65116849920673,0
15,Control,1,30,Center,Congruent,up,right,427.1257450830949,0
15,Control,1,31,Double,Congruent,up,right,343.5505232397534,0
15,Control,1,32,Spatial,Congruent,up,right,308.4599470505664,0
15,Control,1,33,None,Incongruent,up,right,448.8093560025841,0
15,Control,1,34,Center,Incongruent,up,right,519.4531056103841,1
15,Control,1,35,Double,Incongruent,up,right,535.0258093510088,0
15,Control,1,36,Spatial,Incongruent,up,right,472.62864294507153,0
15,Control,1,37,None,Neutral,down,right,395.2986089903364,0
