subnum,group,block,trial,cue,flank,location,direction,rt,error
9,Treatment,1,1,None,Neutral,up,left,456.37454594912424,0
9,Treatment,1,2,Center,Neutral,up,left,449.6959554705144,0
9,Treatment,1,3,Double,Neutral,up,left,384.0815278052305,1
9,Treatment,1,4,Spatial,Neutral,up,left,336.53492382557465,0
9,Treatment,1,5,None,Congruent,up,left,415.2767306733728,0
9,Treatment,1,6,Center,Congruent,up,left,450.7015167651342,0
9,Treatment,1,7,Double,Congruent,up,left,429.99988648989176,0
9,Treatment,1,8,Spatial,Congruent,up,left,410.22056209018865,0
9,Treatment,1,9,None,Incongruent,up,left,531.1566139002797,0
9,Treatment,1,10,Center,Incongruent,up,left,463.69714483639075,0
9,Treatment,1,11,Double,Incongruent,up,left,469.98228964412704,0
9,Treatment,1,12,Spatial,Incongruent,up,left,423.16707417570274,0
9,Treatment,1,13,None,Neutral,down,left,369.9940861270801,0
9,Treatment,1,14,Center,Neutral,down,left,487.5890971009932,0
9,Treatment,1,15,Double,Neutral,down,left,317.7265199333501,0
9,Treatment,1,16,Spatial,Neutral,down,left,387.6152847215351,0
9,Treatment,1,17,None,Congruent,down,left,368.2037983981227,0
9,Treatment,1,18,Center,Congruent,down,left,335.30768219729214,0
9,Treatment,1,19,Double,Congruent,down,left,339.554450826435,0
9,Treatment,1,20,Spatial,Congruent,down,left,280.1171466188347,0
9,Treatment,1,21,None,Incongruent,down,left,496.49548288369914,0
9,Treatment,1,22,Center,Incongruent,down,left,407.5385285096096,0
9,Treatment,1,23,Double,Incongruent,down,left,452.84316793152124,0
9,Treatment,1,24,Spatial,Incongruent,down,left,510.87075544159075,0
9,Treatment,1,25,None,Neutral,up,right,466.8796310034121,0
9,Treatment,1,26,Center,Neutral,up,right,295.4205388019142,0
9,Treatment,1,27,Double,Neutral,up,right,398.88582959997257,0
9,Treatment,1,28,Spatial,Neutral,up,right,343.73412566899475,0
9,Treatment,1,29,None,Congruent,up,right,527.121567019125,0
9,Treatment,1,30,Center,Congruent,up,right,405.2573691534218,0
9,Treatment,1,31,Double,Congruent,up,right,362.0769211423886,0
9,Treatment,1,32,Spatial,Congruent,up,right,276.876422818845,0
9,Treatment,1,33,None,Incongruent,up,right,502.33948190601564,0
9,Treatment,1,34,Center,Incongruent,up,right,509.4985382687935,0
9,Treatment,1,35,Double,Incongruent,up,right,400.29844176887565,0
9,Treatment,1,36,Spatial,Incongruent,up,right,371.7354346898707,0
9,Treatment,1,37,None,Neutral,down,right,479.2262516446049,0
9,Treatment,1,38,Center,Neutral,down,right,425.8385922183511,0
9,Treatment,1,39,Double,Neutral,down,right,360.5227672467639,0
9,Treatment,1,40,Spatial,Neutral,down,right,315.62446457903997,0
9,Treatment,1,41,None,Congruent,down,right,416.4083685546401,0
9,Treatment,1,42,Center,Congruent,down,right,435.31087698777037,0
9,Treatment,1,43,Double,Congruent,down,right,377.93116245737474,0
9,Treatment,1,44,Spatial,Congruent,down,right,352.93281072142634,1
9,Treatment,1,45,None,Incongruent,down,right,581.5702791536082,0
9,Treatment,1,46,Center,Incongruent,down,right,493.46842982595297,0
9,Treatment,1,47,Double,Incongruent,down,right,505.85222085791804,0
9,Treatment,1,48,Spatial,Incongruent,down,right,496.0198651072635,0
