subnum,group,block,trial,cue,flank,location,direction,rt,error
3,Treatment,1,1,None,Neutral,up,left,458.781014425968,0
3,Treatment,1,2,Center,Neutral,up,left,481.2421022709084,0
3,Treatment,1,3,Double,Neutral,up,left,276.882340438748,1
3,Treatment,1,4,Spatial,Neutral,up,left,281.75395346812064,0
3,Treatment,1,5,None,Congruent,up,left,361.17403931345825,0
3,Treatment,1,6,Center,Congruent,up,left,388.3839967234884,0
3,Treatment,1,7,Double,Congruent,up,left,454.23145395798576,0
3,Treatment,1,8,Spatial,Congruent,up,left,423.8944476488124,0
3,Treatment,1,9,None,Incongruent,up,left,524.4148349197478,0
3,Treatment,1,10,Center,Incongruent,up,left,493.9336631280162,1
3,Treatment,1,11,Double,Incongruent,up,left,437.75625629850595,0
3,Treatment,1,12,Spatial,Incongruent,up,left,433.44858800371037,0
3,Treatment,1,13,None,Neutral,down,left,448.81177385647425,1
3,Treatment,1,14,Center,Neutral,down,left,341.947986247176,0
3,Treatment,1,15,Double,Neutral,down,left,360.3352533124568,0
3,Treatment,1,16,Spatial,Neutral,down,left,333.2579367796241,1
3,Treatment,1,17,None,Congruent,down,left,499.692290808651,1
3,Treatment,1,18,Center,Congruent,down,left,328.15056551508536,1
3,Treatment,1,19,Double,Congruent,down,left,269.2832426098171,0
3,Treatment,1,20,Spatial,Congruent,down,left,378.4139109102199,0
3,Treatment,1,21,None,Incongruent,down,left,459.19196896232575,0
3,Treatment,1,22,Center,Incongruent,down,left,428.1946538419713,0
3,Treatment,1,23,Double,Incongruent,down,left,490.2352515641404,1
3,Treatment,1,24,Spatial,Incongruent,down,left,371.84568677258414,0
3,Treatment,1,25,None,Neutral,up,right,412.94665101810983,0
3,Treatment,1,26,Center,Neutral,up,right,455.12122671172926,0
3,Treatment,1,27,Double,Neutral,up,right,401.41538561582,0
3,Treatment,1,28,Spatial,Neutral,up,right,367.1095677732154,0
3,Treatment,1,29,None,Congruent,up,right,423.16633221410615,0
3,Treatment,1,30,Center,Congruent,up,right,323.1633073348634,0
3,Treatment,1,31,Double,Congruent,up,right,300.1686422822103,0
3,Treatment,1,32,Spatial,Congruent,up,right,328.83071782217024,0
3,Treatment,1,33,None,Incongruent,up,right,600.0859613886438,0
3,Treatment,1,34,Center,Incongruent,up,right,461.08519081068107,0
3,Treatment,1,35,Double,Incongruent,up,right,453.2186454623194,0
3,Treatment,1,36,Spatial,Incongruent,up,right,426.6311804425005,0
3,Treatment,1,37,None,Neutral,down,right,410.73960004542846,0
3,Treatment,1,38,Center,Neutral,down,right,310.0622986721053,1
3,Treatment,1,39,Double,Neutral,down,right,508.7870397925909,0
3,Treatment,1,40,Spatial,Neutral,down,right,318.81569556590085,1
3,Treatment,1,41,None,Congruent,down,right,415.0699244033468,0
3,Treatment,1,42,Center,Congruent,down,right,290.38291365735125,0
3,Treatment,1,43,Double,Congruent,down,right,362.5995887465951,0
3,Treatment,1,44,Spatial,Congruent,down,right,327.63480408126975,0
3,Treatment,1,45,None,Incongruent,down,right,487.2244810736827,0
3,Treatment,1,46,Center,Incongruent,down,right,360.6530949953716,0
3,Treatment,1,47,Double,Incongruent,down,right,534.233140801238,0
3,Treatment,1,48,Spatial,Incongruent,down,right,498.1793173872941,1
3,Treatment,2,1,None,Neutral,up,left,464.48001109670474,0
3,Treatment,2,2,Center,Neutral,up,left,324.9629677788039,0
3,Treatment,2,3,Double,Neutral,up,left,410.72546784489055,0
3,Treatment,2,4,Spatial,Neutral,up,left,327.67648415329893,0
3,Treatment,2,5,None,Congruent,up,left,414.01069170363974,0
3,Treatment,2,6,Center,Congruent,up,left,448.13221464773494,0
3,Treatment,2,7,Double,Congruent,up,left,313.60587050086593,0
3,Treatment,2,8,Spatial,Congruent,up,left,314.43903836247637,0
3,Treatment,2,9,None,Incongruent,up,left,463.4402500467518,0
3,Treatment,2,10,Center,Incongruent,up,left,450.9876003438395,0
3,Treatment,2,11,Double,Incongruent,up,left,366.35680426450057,0
3,Treatment,2,12,Spatial,Incongruent,up,left,374.8333365085856,0
3,Treatment,2,13,None,Neutral,down,left,465.7966044453833,0
3,Treatment,2,14,Center,Neutral,down,left,403.26074532115547,0
3,Treatment,2,15,Double,Neutral,down,left,326.3048846797854,1
3,Treatment,2,16,Spatial,Neutral,down,left,367.96088652341666,0
3,Treatment,2,17,None,Congruent,down,left,308.3680127297167,0
3,Treatment,2,18,Center,Congruent,down,left,362.97575366489275,0
3,Treatment,2,19,Double,Congruent,down,left,410.6516597425116,0
3,Treatment,2,20,Spatial,Congruent,down,left,307.0481306755436,0
3,Treatment,2,21,None,Incongruent,down,left,498.17986887167575,0
3,Treatment,2,22,Center,Incongruent,down,left,370.33568492365464,0
3,Treatment,2,23,Double,Incongruent,down,left,487.38963986238844,0
3,Treatment,2,24,Spatial,Incongruent,down,left,317.48055756696937,0
3,Treatment,2,25,None,Neutral,up,right,413.8174684154843,0
3,Treatment,2,26,Center,Neutral,up,right,367.23759437484136,0
3,Treatment,2,27,Double,Neutral,up,right,378.0460613653375,0
3,Treatment,2,28,Spatial,Neutral,up,right,298.8254185490561,0
3,Treatment,2,29,None,Congruent,up,right,521.4865242418018,0
3,Treatment,2,30,Center,Congruent,up,right,308.5041892109249,0
3,Treatment,2,31,Double,Congruent,up,right,387.7068571502292,0
3,Treatment,2,32,Spatial,Congruent,up,right,193.0113152332009,0
3,Treatment,2,33,None,Incongruent,up,right,500.12079044717376,0
3,Treatment,2,34,Center,Incongruent,up,right,475.48327856309675,0
3,Treatment,2,35,Double,Incongruent,up,right,390.76399994430193,0
3,Treatment,2,36,Spatial,Incongruent,up,right,445.24164884387824,0
3,Treatment,2,37,None,Neutral,down,right,446.5488174997106,0
3,Treatment,2,38,Center,Neutral,down,right,428.8163736488186,0
3,Treatment,2,39,Double,Neutral,down,right,332.8330059800632,0
3,Treatment,2,40,Spatial,Neutral,down,right,291.47100475685437,0
3,Treatment,2,41,None,Congruent,down,right,341.42343256785347,0
3,Treatment,2,42,Center,Congruent,down,right,363.87648291770256,0
3,Treatment,2,43,Double,Congruent,down,right,308.059962882275,0
3,Treatment,2,44,Spatial,Congruent,down,right,374.4078014073027,0
3,Treatment,2,45,None,Incongruent,down,right,503.56403261252893,0
3,Treatment,2,46,Center,Incongruent,down,right,559.487617963959,0
3,Treatment,2,47,Double,Incongruent,down,right,387.1146200349261,0
3,Treatment,2,48,Spatial,Incongruent,down,right,469.0844032046166,0
3,Treatment,3,1,None,Neutral,up,left,403.6315819195911,0
3,Treatment,3,2,Center,Neutral,up,left,307.1685994344622,0
3,Treatment,3,3,Double,Neutral,up,left,403.6483685246584,0
3,Treatment,3,4,Spatial,Neutral,up,left,268.33111476638965,0
3,Treatment,3,5,None,Congruent,up,left,377.24074907367503,0
3,Treatment,3,6,Center,Congruent,up,left,343.3444061289024,0
3,Treatment,3,7,Double,Congruent,up,left,385.5453632125649,0
3,Treatment,3,8,Spatial,Congruent,up,left,290.0539636469495,0
3,Treatment,3,9,None,Incongruent,up,left,553.8925161602812,0
3,Treatment,3,10,Center,Incongruent,up,left,390.0512808746063,0
3,Treatment,3,11,Double,Incongruent,up,left,455.8318517592355,1
3,Treatment,3,12,Spatial,Incongruent,up,left,417.15435148944636,0
3,Treatment,3,13,None,Neutral,down,left,376.712495447351,0
3,Treatment,3,14,Center,Neutral,down,left,358.568829464911,1
3,Treatment,3,15,Double,Neutral,down,left,342.19102616143266,0
3,Treatment,3,16,Spatial,Neutral,down,left,387.9697163428807,0
3,Treatment,3,17,None,Congruent,down,left,507.8026318051111,0
3,Treatment,3,18,Center,Congruent,down,left,327.9601783105877,0
3,Treatment,3,19,Double,Congruent,down,left,421.52862042701236,0
3,Treatment,3,20,Spatial,Congruent,down,left,336.22770344939045,0
3,Treatment,3,21,None,Incongruent,down,left,401.640232547452,0
3,Treatment,3,22,Center,Incongruent,down,left,412.2048178677403,0
3,Treatment,3,23,Double,Incongruent,down,left,468.05745802533806,1
3,Treatment,3,24,Spatial,Incongruent,down,left,417.2553315523936,0
3,Treatment,3,25,None,Neutral,up,right,307.8844339459289,0
3,Treatment,3,26,Center,Neutral,up,right,409.01593427257865,0
3,Treatment,3,27,Double,Neutral,up,right,407.75259992433723,0
3,Treatment,3,28,Spatial,Neutral,up,right,324.7745581370291,0
3,Treatment,3,29,None,Congruent,up,right,394.62158836913517,0
3,Treatment,3,30,Center,Congruent,up,right,478.57860072391145,0
3,Treatment,3,31,Double,Congruent,up,right,370.50006596761256,0
3,Treatment,3,32,Spatial,Congruent,up,right,339.2991374034038,1
3,Treatment,3,33,None,Incongruent,up,right,443.8271531444923,1
3,Treatment,3,34,Center,Incongruent,up,right,382.79349383118966,0
3,Treatment,3,35,Double,Incongruent,up,right,368.8422114468956,0
3,Treatment,3,36,Spatial,Incongruent,up,right,388.9015894808913,0
3,Treatment,3,37,None,Neutral,down,right,498.04622320404917,0
3,Treatment,3,38,Center,Neutral,down,right,467.68974226674356,0
3,Treatment,3,39,Double,Neutral,down,right,453.4182367176394,0
3,Treatment,3,40,Spatial,Neutral,down,right,404.8377784973874,0
3,Treatment,3,41,None,Congruent,down,right,418.1201874278194,1
3,Treatment,3,42,Center,Congruent,down,right,318.7924932159647,0
3,Treatment,3,43,Double,Congruent,down,right,358.6093659929964,0
3,Treatment,3,44,Spatial,Congruent,down,right,219.3774861863875,0
3,Treatment,3,45,None,Incongruent,down,right,484.3103563278305,0
3,Treatment,3,46,Center,Incongruent,down,right,532.9939352322858,0
3,Treatment,3,47,Double,Incongruent,down,right,451.54765503037584,1
3,Treatment,3,48,Spatial,Incongruent,down,right,464.7944341344793,0
3,Treatment,4,1,None,Neutral,up,left,454.46704784719566,0
3,Treatment,4,2,Center,Neutral,up,left,341.05448522756734,0
3,Treatment,4,3,Double,Neutral,up,left,462.17796764646755,0
3,Treatment,4,4,Spatial,Neutral,up,left,336.0806357334467,0
3,Treatment,4,5,None,Congruent,up,left,381.2223103738726,0
3,Treatment,4,6,Center,Congruent,up,left,383.53299123692847,0
3,Treatment,4,7,Double,Congruent,up,left,299.07002355884026,0
3,Treatment,4,8,Spatial,Congruent,up,left,383.18895163956586,0
3,Treatment,4,9,None,Incongruent,up,left,525.0784192682183,0
3,Treatment,4,10,Center,Incongruent,up,left,432.26093351765064,0
3,Treatment,4,11,Double,Incongruent,up,left,420.5785556204405,0
3,Treatment,4,12,Spatial,Incongruent,up,left,456.81469736463487,0
3,Treatment,4,13,None,Neutral,down,left,376.8795806788929,0
3,Treatment,4,14,Center,Neutral,down,left,330.8089564147806,0
3,Treatment,4,15,Double,Neutral,down,left,396.21239385100387,1
3,Treatment,4,16,Spatial,Neutral,down,left,317.4343259723683,0
3,Treatment,4,17,None,Congruent,down,left,476.254239836195,0
3,Treatment,4,18,Center,Congruent,down,left,370.06895950938434,0
3,Treatment,4,19,Double,Congruent,down,left,434.7425508450199,1
3,Treatment,4,20,Spatial,Congruent,down,left,364.7772352590076,0
3,Treatment,4,21,None,Incongruent,down,left,387.7423712953514,1
3,Treatment,4,22,Center,Incongruent,down,left,383.23143197908905,0
3,Treatment,4,23,Double,Incongruent,down,left,509.1387603088847,0
3,Treatment,4,24,Spatial,Incongruent,down,left,444.53979520868563,0
3,Treatment,4,25,None,Neutral,up,right,381.6468666070846,0
3,Treatment,4,26,Center,Neutral,up,right,312.7103157489946,0
3,Treatment,4,27,Double,Neutral,up,right,426.68326946578657,0
3,Treatment,4,28,Spatial,Neutral,up,right,299.4111770168473,0
3,Treatment,4,29,None,Congruent,up,right,520.0862739309088,0
3,Treatment,4,30,Center,Congruent,up,right,468.57709801897033,0
